tweet_preprocessed,NETRAL,MENGUATKAN,MELEMAHKAN
mudasirromini dennysiregar kpkri divhumaspolri jokowi kejaksaanri nazaqistsha apa fitnah luar biasa nb tidak punya hak memecat seorang pegawai ikutiberitanya bung dosa lho klau bcara tidak benar,1.0,0.0,0.0
fahrihamzah kpkri jadi revisi uu kpk menyingkirkan pegawai kpk pak,0.0,0.0,1.0
ferdinandhaean kpkri dprri sungguh buat pembelajaran rakyat indonesia jangan terperdaya gus gus cap kadrun,0.0,1.0,0.0
syarman dennysiregar febridiansyah jaksa kpk sudah asn jadi gak mungkin termasuk pegawai non asn yang dipecat kpk dengan dalih gaj lulus twk,1.0,0.0,0.0
dennysiregar febridiansyah tahu ga saudara laki-laki salah satu dir kpk si jend polisi yang kejunggal kpk yang coba kritisi si novl b artinya novl beserta gerombolannya talibannya sangat kuat kpk susah dibuktikan ibarat baut kentut bisa dilihat kepala satuan mata,1.0,0.0,0.0
ada perusahaan swasta mau menerima calon pegawai tidak lulus tes wawasan kebangsaan,0.0,0.0,1.0
taufikakang persib tes wawasan kebangsaan cenah kang,0.0,1.0,0.0
taktik jokowi akhiri novel kpk tandingan,0.0,0.0,1.0
ketumprodemnew gilak saja bnyak x duitnya bpkri dprri kpkri divhumaspolri fadlizon tifsembiring mardanialisera fahrihamzah,0.0,0.0,1.0
korantempo putrawadapi bukti nyata tujuan pemecatan untuk pelemahan kpk khawatirnya suatu kpk yang sdh dilemahkan dapat dibubarkan bila lepas dr kepemimpinan petinggi polri,0.0,0.0,1.0
kepemimpinan firli dinilai bagus buktinya menteri hingga pimpinan dpr ditangkap kpk,0.0,1.0,0.0
fahrihamzah kpkri kejaksaanri mgk diperlihatkan juga data tahun sblmnya sblm revisi uu kpk setelah revisi,1.0,0.0,0.0
detikcom tes wawasan kebangsaan twk cok kamu renung dulu kata wawasan kebangsaan apa yang terpikir dibenakmu soal bangsa lalu kamu tidak lewat tes dan merasa zolimi,0.0,0.0,1.0
kpkri antikorupsi kpkendgame ribebaskorupsi jagaid kafiradikalis psiid giringganesha sobatgiring pdiperjuangan matanajwa najwashihab ilctv pandji dprri hukumdan hnurwahid pksejahtera intelijenf nenkmonica mcaops febridiansyah kimi,0.0,1.0,0.0
breaking revisi uu kpk dijalankan kemudian menimbulkan masalah bisa berikan penilaiannya putusan mk itu menyatakan revisi uu melemahkan kpk menghambat proses penegakan hukum pemberantasan korupsi bisa berpegang putusan mk tersebut,0.0,1.0,0.0
masyarakat mendukung komisi pemberantasan korupsi kpk segera memberhentikan pegawainya tidak lulus tes wawasan kebangsaan twk kpk kpkupdates,0.0,1.0,0.0
cnnindonesia jadi intinya twk berlaku kpk saja bukan wawasan kebangsaan berlaku buat smua instansi terkecuali masuk instansi tsb smakin mudah dipantau sruput dl ahkopi jadi dingin ini,0.0,1.0,0.0
semua jadi sandera kpk masuk masa pltpj yang menjabat tetapkan memdagri terkecuali pdip,0.0,1.0,0.0
puyuikk tirtoid kan akalan kpk saja biar kpk jadi komisi profesional korupsi,0.0,0.0,1.0
gak lolos twk ditawarin jadi asn polri lantas kepolisian gak perlu wawasan kebangsaan gitu,0.0,1.0,0.0
sebentar sebentar anggota dpr lapor polisi gara ketipu biar kebal ott kpk harusnya sih polisi periksa anggota dpr nya ini kenapa pengan kebal ott kpk,0.0,0.0,1.0
yulfentrimunaf dennysiregar kpkri kpk yang udh bloon org dennysiregar gol bunuh diri melulu gak kapok percaya diri nya loh yang gak kuat muka badak,0.0,1.0,0.0
sebanyak pegawai nonaktif kpk resmi diberhentikan akhir september keputusan pemberhentian dengan hormat pegawai yang tidak lolostes wawasan kebangsaantwk mendapat dukungan masyarakat,0.0,0.0,1.0
febridiansyah tatakhoiriyah ayo berdoa bersama mendukung bersama bang jagn lagi kotak kotaksemoga kpk kedepannya tambah jozz,0.0,1.0,0.0
kompascom revisi uu kpk dilaksanakan sesuai skenario awal janji komitmenyaini serial antasari azhar jilid kedua,0.0,1.0,0.0
hanma tuh peletnya kuat apa bagaimana sih anjirsekrang muncul handora askdlfkjdjd kpk draken jadi uke,0.0,0.0,1.0
ekarhamdani dennysiregar kpkri kpk belum juga mas lbh baik fokus pembuktiannya foto yang dijadikan bukti kurang kuat menjadi bukti kita jng terjebak dg istilah buzzerrp kadrun cebong,1.0,0.0,0.0
zaeffendy alihasan kuat dugaan pelemahan kpk melalui twk,0.0,0.0,1.0
ferdinandhaean kpkri dprri pembenci jokowi rata orang tolol,0.0,1.0,0.0
perjuangan pegawai kpk korban tes wawasan kebangsaan twk selesai adanya tawaran bekerja kepolisian belum jelas rinciannya tawaran kepala polri listyo sigit prabowo masih dirintangi berbagai sisi korantempo,0.0,0.0,1.0
aubxbfess mesti sih kalau mau fokus kesana kpk tapi itu social study harus kuat hanget,1.0,0.0,0.0
memperingati tahun gugurnya randi amp yusuf kardawi mahasiswa halu oleo kendari pejuang anti korupsi indonesia menolak revisi uu kpk september mahasiswa kendari bergerak teriakan r e v o l kamu s i menggema seantero negeri reformasidikorupsi gstwk,1.0,0.0,0.0
rakyattanya sihh kpk gak pernah usut korupsi jokowi jenderal presidencom,0.0,1.0,0.0
jokowi nomor pelaporan inbudari bulan maret sekarang sdh kali mati lampu bintuni papua barat kota minyak amp gas listrik tidak pernah diperhatikan jokowi pln tvonenews kemenbumn bpplc puspentni erickthohir divhumaspolri kpkri zulkiflizaini,1.0,0.0,0.0
budisetyarso isu radikal kpk selalu dimulai orang juga mendapat tugas khusus,1.0,0.0,0.0
adangadangana awemany dennysiregar noeruzzaman uki sigitwid mantriss faldomaldini chicohakim chusnulch gunromli fadjroel ferdinandhaean murtadhaone zoelfick budimandjatmiko ekokuntadhi hotradero prastow bekahapsara itmr kangdede anandasukarlan postinusgul yang kamu tag buzzerp firli kpk semua,1.0,0.0,0.0
fursansan posindo beacukaiindo kpkri jokowi barangnya harga usd kurs tanggal tersebut jt kok jadi rb kalau benar harga rbqpakah benar rb rb harga barang kalau artinya x lipat harga barang xrb,1.0,0.0,0.0
ferdinandhaean kpkri dprri sama sama bus kota mmg begithu maaf mimpi jangan kejauhan seluruh rakyat indonesia sdh pinter,0.0,1.0,0.0
realselftheone ichanksrg hardjokondang febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah jokowi saya tawarin pegawai pecatan kpk kerja sini kebon saya deh mau ngedodos buah sawit ngederes getah gak perlu pakai test twk ribut sudah dipecat,0.0,0.0,1.0
kompascom pemberantasan korupsi mengacu wawasan kebangsaan lalu bagaimana kita para narapidana koruptor dilakukan twk ternyata lulus dengan nilai sempurna bolehkah mantan narapidana koruptor jadi pegawai kpk termasuk yang ga tamat sd,1.0,0.0,0.0
twk diduga merupakan alat menyingkirkan pegawai berintegritas merupakan dampak revisi uu kpk amandemen uu pegawai kpk wajib alih status menjadi asn pembiaran dilakukan jokowi menyebabkan busyro hampir kehilangan kepercayaan presiden,1.0,0.0,0.0
ferdinandhaean kpkri dprri tertawa tertawa tertawa,0.0,0.0,1.0
rahmaniima nadirs ayangutriza pilih tegas kasar lemah lembut kementeeian biasanya berakhir kpk,0.0,0.0,1.0
breaking rakyat banyak berharap kpk berantas korupsi hambat kesejahteraan tes wawasan kebangsaan bukan jalan menstigma lain lawan dalam bangsa beragam hak asasi haruslah seragam,1.0,0.0,0.0
detikcom emang lawak sih kpk belakangan saya paham sih kalau pingin nyingkirin novel mungkin punya kartu as buat dibuka gk dirombak sepenuhnya revisi uu kpk akhir tahun kemarin saja bahkan bikin gak masuk tempat geledah,1.0,0.0,0.0
pimpinan kpk menyatakan berat hati memberhentikan pegawai kpk tidak lulus tes wawasan kebangsaan perasaan berat hati memberhentikan pegawai kpk diungkapkan wakil ketua kpk alexander marwata baca selengkapnya,0.0,1.0,0.0
kpk muba sekayu sumsel,0.0,0.0,1.0
jadi lanjut silakan jawabjinawab sama kpk tentang hasil pemeriksaan keberadaan bendera tsb lagipula menghubungkan bendera kaos bahkan celana cingkrang lsg menyimpulkan kaitan dg ideologi tertentu dangkal banget sih tapi biarlah plt juru bicara yang jawab,0.0,0.0,1.0
innayania ga perlu bicara fahri bertanggungjawab atas pelemahan kpk koruptor sangat menikmati lemahnya kpk ini jajanan manis pasar tebet,1.0,0.0,0.0
sebagai bagian komunitas army movement sikap komunitas mengenai korupsi jelas sikap revisi uu kpk twk jelas jadi jelas akan mendukung perjuangan mantan pegawai kpk menegakkan keadilan dan memerangi korupsi,0.0,0.0,1.0
raihanharry ferdinandhaean kpkri dprri hahahha gus gusi busuk,0.0,1.0,0.0
yudiharahap selalu teringat di era pak adik ingat janji penguatan kpk pak lidah tidak bertulang,0.0,1.0,0.0
hinduantahir ferdinandhaean jokowi turun drastis bani kadrun yang bilang gitu sudah tidak perlu ngurusin presiden saya yang terpenting kasus selesai soal novel kpk memecat paham,1.0,0.0,0.0
ferdinandhaean kpkri dprri logikanya gus umar kan tidak mungkin jadi presiden kd tidak mungkin baswedan satu jadi ketua kpk emang kadrun kalau ngebacot g pernah pakai otak tapi berisik,0.0,1.0,0.0
ferdinandhaean kpkri dprri halu,0.0,1.0,0.0
kemarin kpk habisan dikuasai kelompok taliban hingga terkesan lemah akankan itu terjadi ditubuh polri eks pegawai kpk siap berdiskusi polri,0.0,0.0,1.0
taktik apa dlm pola catur kontra twk kpk tidak lolos akan direkrut kepolisian serangan begitu hanya akalan rezim profesional org tidak mau direkrut kepolisian mk indikasi kuat melindungi oknum koruptor catur,0.0,1.0,0.0
fahrihamzah pengarangsajak kpkri kejaksaanri kpk hari produk nya revisi uu kpk anda menjadi wk ketua dpr itu kan revisi kontroversial bernuansa pelemahan menjadi master piece anda parlemen itu jadi nikmati ga perlu lempar batu sembunyi tangan,0.0,1.0,0.0
kompastv ga mungkin pasti cuma kerjaan orang yang ga suka kerjaan polisi lalu bikin cerita polisi di nkri mana mungkin begini semuanya berdedikasi tinggi pasti lolos tes wawasan kebangsaan,1.0,0.0,0.0
berita pertama datengnya update tes wawasan kebangsaan twk pegawai kpk kabarnya pegawai gak lolos resmi dipecat akan direkrut jadi asn polri referensi,1.0,0.0,0.0
dennysiregar kpkri dasar buzerrp pemecah belah bangsa taliban,0.0,1.0,0.0
opajoedequeen kpkri lunyu donk,0.0,0.0,1.0
semoga menjadi momentum penguatan kinerja kpk kedepannya,0.0,0.0,1.0
hilmi ingat ekasila menghilangkan ketuhanan nilai religiusitas dihilangkan semenjak revisi uu kpk madam bilang yang percaya akhirat peramal masa depan agama musuh terbesar pancasila usulan mengganti assalamualaikum salam pancasila,0.0,1.0,0.0
kpk secara kelembagaan menjelaskan melalui plt juru bicara perbuatan tsb melanggar aturan kpk simak penjelasan dr sisi tmn im penjelasan tatakhoiriyah klir pembelokan isu bendera eks peg kpk gagal,0.0,0.0,1.0
perlu diketahui kpk dibentuk bu megawati lembaga adhocalias sambil menunggu kepolisian kejaksaan bersih diri sekarang kejaksaan polri sudah mendekati bersih waktunya kpk bubarkan,1.0,0.0,0.0
ketumprodemnew paapiiyoo jokowi kpkri airlanggahrt wow menko investasi amp perekonomian bahkan investasinya tempatnegara tempat bebas pajak ini dapat dibilang anasionalis bahkan khianat hipokrit sbg elit penguasa,1.0,0.0,0.0
bungfrankz kpkri dprri mprgoid divhumaspolri mohmahfudmd jokowi jawaban mantan anggota kpk,1.0,0.0,0.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca andaikata rijik tiba indonesia adem ayem tenang ikuti aturan pemerintah tidak provokatif jadi aman bebas hingga sekarang,0.0,0.0,1.0
diundang polri mantan pegawai kpk apresiasi niatkapolri,0.0,0.0,1.0
marlinaidha bodoh presiden muternya otak lindungi pelemahan kpk bukan lindungi person person otak negarawan,0.0,0.0,1.0
tawaran apa bung fahrihamzah madam bansoskasian kader partaigeloraid seluruh indonesia menduduki menteri hasil reshuffletp brgkali reward atas perjuangan dlm pelemahan kpk,0.0,1.0,0.0
justdonzh dagelan bubbaair ozie rasputinkw mohmahfudmd bukanya attackernya kaum kiri yang serang pakai isu radikal siapa yang memberikan jabatan ketua polisi siapa yang pakai twk buat jegal siapa yang revisi uu kpk siapa yang menyiram air keras siapa yang teror hp siapa yang nyobek buku merah amp laptop siapa,1.0,0.0,0.0
hati hati terjebak propaganda menyesatkan isu pelemahan kpk relevan kpkhebat shopeewithmew ponpapuaready,0.0,1.0,0.0
peternickzaal febridiansyah dennysiregar kpkri nazaqistsha tatakhoiriyah emang pernah lihat fisik aliran dana pemerintah untuk bayar ds dkkkalo cmn katanya mah buanyak bujibun sliweran dunia mayaterutama katanya akun seblah,0.0,1.0,0.0
dengan tidak ditrima lagi novel baswedan dan kawan-kawan sbg anggota kpk justru mnunjukan bahwa indikasi pelemahan kpkkrn novel baswedan sdh banyak menghukum jendral tni polri yang tersandung hukumkrn bliau sngt tegas disiplin tinggi untk memberants kkn,0.0,0.0,1.0
dimeja milik siapapun manakala meja dg bendera hti digedung kpk sangat patut sekali diduga kuat oknum hti didalam gedung kpk lalu muncul istilah kpk taliban tidak,1.0,0.0,0.0
girisuprapdiono kompascom hariankompas korantempo tempodotco detikcom jawapos republikaonline cnnindonesia kumparan tribunnews kalian pemenang kerna menolak tunduk rekayasa pelemahan kpk,0.0,1.0,0.0
devy tomcruzz kpkri repot sm nanonano,1.0,0.0,0.0
shieldnkri kpkri dprri perlu disetting ulang otaknya,0.0,1.0,0.0
bknmuslimegois rizmaya dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca nilai kebaikan nilai keutamaan influence gaungkan viralkan jadi buzzer nilai keutamaan milik nenek moyang indonesia untuk melawan khabar bohong khabar pembodohan yang lbh mudah terima di percaya orang menyesatkan salam kita patriot negeri,0.0,0.0,1.0
tirtoid justru penguatan kpk pak jokowi dan kawan-kawan merekalah yang dibenarkan,0.0,1.0,0.0
polemik seputar pegawai komisi pemberantasan korupsi tidak lolos tes wawasan kebangsaan jadi perbincangan publik nasib pegawai kpk tidak lolos tes twk kini tiba momen penghujung surat pemberhentian pegawai tidak lulus tes resmi dikeluarkan,0.0,1.0,0.0
sriyantoteguh yudiharahap malu bergabung dengan polri lanjutkan perjuangaan pak yudiharahap beserta semua korban twk kpk buktikan loyalitas sbagai anak bangsa yang mmiliki visi misi mmberantas kejahatan menegakkan kebenaran keadilan indonesia bersih beradab,1.0,0.0,0.0
dennysiregar kpkri bahkan orang baik tidak sedikit yang tertipu aktingnya via media yang dikuasai sepenuhnya senjata makan tuan ini ilmu mrk sdh dikuasai dng baik rakyat berkat pencerahan putra ibu pertiwi yang berbudi dan berpekerti seperti panjenengan,0.0,0.0,1.0
reivaboy ferdinandhaean kpkri dprri tokoh kadrun,1.0,0.0,0.0
sebanyak pegawai komisi pemberantasan korupsi kpk dipecat hormat akibat tidak lolos tes wawasan kebangsaan twk berpamitan gedung merah,1.0,0.0,0.0
hai nice day this a good project go too moon skhabibulisla amiryou sabameh cryptoexpe kpkpmln,0.0,0.0,1.0
kpk minta komitmen kepala daerah berantas korupsi kpk berita nusabali tipikor korupsi pemprovbali,0.0,0.0,1.0
tahun lalu uu kpk direvisi hasil revisi kita lihat pemecatan pegawai tidak lolos twk simak kertas advokasi dalam rangka tahun aksi reformasidikorupsi,0.0,1.0,0.0
nazaqistsha setuju pakai bingit istana kepemimpinan jkw sangat lemah tunduk pada partai emak dan oligarki kpk selama th dipimpin firl sangat menyedihkan cuma dapat hitungan jari kasus korupsi bahkan yang buron tahunan reformasidikorupsi,1.0,0.0,0.0
geloraco rakyat bayar pjak era jokowi tapi ikur menikmati hsil utang ln dg subsidi bnsos corona blt pkh dg umkm tapi rakyat dari rezim orba sd sby brkuasa gk prnah nikmati hsil utang ln pa jokowi apa rakyat harus tuntut kpk nkri bongkar korupsi orbaamp sby jadi pnguwasa nkri rakyatdizolimi,0.0,1.0,0.0
sudarno kpkri dprri pansos sih pansos tapi jangan pamer bodoh,1.0,0.0,0.0
detikcom pak iwan melihat amp memotret bendera hti meja penyidik menghadap cctv dipecat kpk menyangkal entah meja siapa meja pegawai kpk yang tidak lolos tes wawasan kebangsaan hanya yang tahu sekarang pak iwan jadi satuan pengamanan bank milik pemerintah sehat selalu pak,1.0,0.0,0.0
sekretaris daerah kota tanjungbalai yusmada menyebut pernah mendapat informasi mantan wakil ketua dpr azis syamsuddin memiliki delapan orang kpk siap digerakkan temponasional,0.0,0.0,1.0
akingliuzhang plasterglueakm,0.0,1.0,0.0
syarman detikcom saya sih yakin mau lihat saja endingnya boy gausah percaya diri dulu kamu sama org munafik si novel dulu juga pernah bilang kalau mau keluar kpk karena uu revisi kpk eh pas dikabulin bahkan teriak minta balik kpk,0.0,1.0,0.0
dprri kpkri kejaksaanri jagaid percuma sistem diperbaiki berkali kali bila oknumnya rusak benar pengawasan ketat tindakan hukum dipertegas ada penyelewengan,1.0,0.0,0.0
loveagever jokowi kpkri sekarang aku makin percaya yakin kalau memang tidak lulus tes wawasan kebangsaan twk,0.0,0.0,1.0
dynitri abirusyda nurwahidahalz bandarjuaranya ridanulantary wanheartn cahmbanjar arpangeran seruanhl hnurwahid geiszchalifah tofatofaid musniumar reflyhz oposisicerdas maspiyuaja rockygerungrg galamedianews hmsoeharto sbyudhoyono nenowarisman ramlirizal bemsi msaiddidu pakjk nurmantyogatot nazaqistsha kpkri aniesbaswedan agusyudhoyono edhiebaskoro mardanialisera tniad jokowi fadlizon nataliuspigai harisazhar pksejahtera pdemokrat faisalbasri tvonenews demokrattv andiarief krmtroysuryo annisapohan amansur hanumrais panca lagian ahok bicara cuma rangka kampanye pemilihan kepala daerah merasa dirugikan dengan narasi ayat tsb maklumlah dia tidak percaya dengan ayat tsb beda m kace yang jelas melakukan pelecehan penghinaan itupun mungkin ingin membalas yahya w,0.0,0.0,1.0
syarman mohmahfudmd naini yang mau saya tanyakan karena mrk inginnya kpk kesan pemerintah apanya kesan kalah tekanan massa yang cuma segelintir juga kesan pelemahan kpk kesan tidak tegas kalau tidak apanya putuskan pesangon selesai kenapa sih jadi ogeb gini,0.0,1.0,0.0
hahahaha bong revisi uu kpk anggta kpk sdh asn kpk lembaga dibawah presiden jadi preisden mengawasimenegur kpk beda revisi uu kpk lembaga kpk memang independen paham bong,1.0,0.0,0.0
kpk semakin kuat nantinya lebih profesional memberantas korupsi indonesia kpksemakinkuat dukungkpkkuat indonesiakuat,0.0,1.0,0.0
ferdinandhaean kpkri dprri tertawa,0.0,0.0,1.0
kpk bersihbersih kabupaten probolinggo kirakira mana ini tempat bakal digeledah kpk,1.0,0.0,0.0
siapa bilang pelemahan kpk,1.0,0.0,0.0
weakesthor kedinasanfess sama saja bedanya kedinasan pakai soal wawasan kebangsaan tes fisik,1.0,0.0,0.0
pak jokowi mantan satuan pengamanan kpk di youtube,1.0,0.0,0.0
dukung kpk fokus berantas korupsi indonesia dukungan rakyat kekuatan penguatan kpk kpk kpkhebat jatenggayeng,0.0,0.0,1.0
nama wakil ketua dpr azis syamsudin muncul persidangan bekas penyidik kpk stepanus robin pattuju,1.0,0.0,0.0
mohmahfudmd akibat dr revisi uu kpk pegawai kpk statusnya menjadi pns terkena aturan pulang pergi tsb,1.0,0.0,0.0
plapongpang,0.0,0.0,1.0
warsobong alyafziyah dennysiregar kpkri aseeekkk,0.0,0.0,1.0
mardanialisera kesamaan perlakuan bagaimana kan lolos tes wawasan kebangsaan masakan mesti diperlakukan sama yang lolos twk,1.0,0.0,0.0
pelemahan kpk masuk babak baru memang benar benar sistematis perkiraan dari akan setengahnya yang berminat jadi asn polri,0.0,0.0,1.0
penetapan tersangka eks wakil ketua dpr azis syamsuddin menunjukkan jati diri komisi pemberantasan korupsi kpk kpk azizsyamsudin kasuskorupsi korupsi lampostco,0.0,1.0,0.0
revisi uu kpk buat siapa omnibus law titipan siapa dprsarangkoruptor,1.0,0.0,0.0
febridiansyah berarti benar apa yang mnjd dugaan bang fahrihamzah selama mnjd dpr kpk dikuasai satu kelompok makanya mrk menolak adanya dewas sdh dewas saja kecolongan radikal tidak,1.0,0.0,0.0
lifelessonbymsg great job by derasachasauda,0.0,0.0,1.0
caesardcandra mdjoelies oposisicerdas medantownchinas abrahamsamadd busyromuqoddas sekedar informasi pasal uu kpk revisi kpkadalah lembaga negara rumpun eksekutif dalam pelaksanaan tugas wewenangnya bersifatindependendan bebas pengaruh kekuasaan mana,0.0,0.0,1.0
putrawadapi rencana nya revisi uu kpk angkat komisioner koplak pecat pegawai berintegritas selesai,1.0,0.0,0.0
kongres hukum aksara what they said tepat september pegawai kpk tidak lolos tes wawasan kebangsaan resmi dipecat ini meninmbulkan tanda tanya besar mengenai keabsahan tes tersebut banyak pihak merespons hasil tes tersebut,1.0,0.0,0.0
anggota dpr bodoh gini yak mengaku keturunan nyi roro kidul siska menipu rudi hartono anggota dpr sejumlah miliar tidak terkena ott kpk,0.0,1.0,0.0
dipecat foto bendera hti gedung kpk eks satuan pengamanan kirim surat terbuka jokowi,0.0,0.0,1.0
febridiansyah sapa suruh kamu mengundurkan diri dr kpkri jadi jatah asn yang diusulkan kapolri kamu tidak iya bikin juru bicara jubiran gak ini lumayan buat hiburan rakyat,0.0,1.0,0.0
fahrihamzah kalau tahun lalu tuh bang gs stm pas ikutan demo tolak revisi uu kpk,0.0,0.0,1.0
dennysiregar kpkri deni dungu ketakutan mantan kpk now watching direkrut bareskrim polri semua upaya now watching kerahkan daru bendera lafadz tauhid yang ternyata mentah skrg isu org yang dihembuskan si koruptor aziz saya semakin yakin mantan kpk orang hebat,1.0,0.0,0.0
nyatanya pembentukan dewan pengawas kpk dinilai mengurangi independensi kpk usaha pemberantasan korupsi berlanjut pelaksanaannya tes wawasan kebangsaan mengundang banyak kontroversial pertanyaanpertanyaan diajukan,0.0,0.0,1.0
ferdinandhaean kpkri dprri mengerti banget jk kadrun bin taliban menguasai negeri ketua kpk novel baswedan polri napoleon panglima munarman ketua dpr fadli zon ketua mpr haikal hasan langsung tunjuk demokrasi,0.0,0.0,1.0
pnjljhid boyzneboyzone kalau tahun lalu resign revisi uu kpk kan ga kayak gini makanya hati kalau bicara kata doa,0.0,1.0,0.0
ketumprodemnew jokowi erickthohir kpkri terjun politik cuma mengejar kekuasaan jadi pejabat negara cuma memperkaya diri smtr bumn merugi rakyat kecil ditindas dimiskinkan kpk dilemahkan kacau,0.0,1.0,0.0
lebih nyata urgent revisi uu tipikor aparat penegak hukum kpk kejaksaan polisi memang performanya optimal tidak jadi alasan mengkerdilkan fungsi wujud tindak tanduknya,1.0,0.0,0.0
bqejat jangan kerja kpk yang sudah sudah bahkan mau dibasmi kalau ngungkapin benaran,1.0,0.0,0.0
kompastv beberapa orang dulu mengundurkan diri polri mengabdi kpksekarang mau dikembalikan sebegitu tidak relakah penguasa kpk menjadi kuat,0.0,0.0,1.0
wewanttenupexchange i request imrankhanpti to give waqar zaka a chance to implement mining machines in kpk that will bring revenue to pakistan,0.0,0.0,1.0
widyarenee urrangawak menjadi aneh sbg negara pancasila kepercayaan kepada tuhan yang maha esa alias agama dijunjung tinggi disalah presepsikan timsel twk orang yang memiliki pandangan agama yang benar sesuai agamanya dipandang tidak punya wawasan kebangsaan,0.0,0.0,1.0
mohmahfudmd intinya pelemahan kpk pak pud salam madura,0.0,0.0,1.0
doroogdog mv pissdoeng ngurahsaka reformasi dikorupsi gak cuman ngedemo rkuhp juga revisi uu kpk ruu ketenagakerjaan ruu minerba,0.0,0.0,1.0
kecewa pelemahan kpk bem si buat kuburan depan dprdsumut,0.0,1.0,0.0
yang lumpuhkan kpk hatei partai politik dpr oligarki isu dialihkan hatei padahal masalah utamanya pelumpuhan kpk sistematis terstruktur lihainya oligarki mainkan isu tutupi akar persoalan follow ig dakwahsumsel berkahdengansyariahkaf,1.0,0.0,0.0
tatakhoiriyah kalau bu tata lulus tes wawasan kebangsaan berarti bermasalah wawasan kebangsaan bu tata sendiri bukan orang bu tata mengatakan tidak lulus tes twk ada yang kristiani artinya memang tes murni mengenai wawasan kebangsaan bukan yang,1.0,0.0,0.0
cnnindonesia nomor pelaporan inbudari bulan maret sekarang sdh kali mati lampu bintuni papua barat kota minyak amp gas listrik tidak pernah diperhatikan jokowi pln tvonenews kemenbumn bpplc puspentni erickthohir divhumaspolri kpkri zulkiflizaini,0.0,0.0,1.0
ferdinandhaean kpkri dprri ambisius menggebu nggebunya kdroen,0.0,0.0,1.0
minta kebal ott kpk anggota dpr ri ditipu cucu nyi roro kidul rpmiliar,0.0,0.0,1.0
tribunnews pegawai kpk masuk polri itu bentuk pelemahan kpk itulah sifat busuk presiden kroninya dlm menghalalkan berbagai cara allah maha mengetahui,1.0,0.0,0.0
pegawai resmi dipecat september koalisi sipil jokowi salah satu otak pelemahan kpk rezimpkiharusmundur rezimpkiharusmundur iya kan,0.0,0.0,1.0
denny siregar pak jokowi mantan satuan pengamanan kpk melalui youtube sampaikanlah kebenaran,0.0,1.0,0.0
penyidik kpk lakso anindito lakso mengikuti tes wawasan kebangsaan susulan pekan lalu september menerima surat pemberhentian kpk hanya punya waktu kurang jam resmi menyudahi masa kerjanya,0.0,1.0,0.0
gerakan muda visioner gemuvi mengapresiasi rencana kapolri jenderal listyo sigit prabowo merekrut pegawai kpk tidak lolos tes wawasan kebangsaan twk menjadi asn polri selengkapnya integritasonline gemuvi kapolri,0.0,1.0,0.0
febridiansyah dugaan semakin kuat sekarang alhamdulillah kpk bersih pegawai yang lulus twk,0.0,0.0,1.0
ketumprodemnew jokowi kpkri airlanggahrt kpk sekarang sangat cerdas sangat mengerti mana diusut mana yang mari saksikan,0.0,1.0,0.0
revisi uu kpk hingga ketidakbecusan twk pasca revisi uu kpk disusul putusan mk no puuxvii kpk berada rumpun eksekutif,0.0,0.0,1.0
apa membuat kpk kuat selama salah satunya ikatan keluarga diantara pegawainya satu keluarga suka duka solidaritasnya tinggi,0.0,0.0,1.0
bukan jadi anggota polisi hanya asn dikepolisian bukan penyidik pejuang anti korupsi tipudaya pelemahan kpk,0.0,1.0,0.0
markas besar polri kelompok kpk mulai mendiskusikan teknis perekrutan icw berkukuh meminta presiden joko widodo membatalkan pemecatan pegawai kpk menjadi korban tes wawasan kebangsaan korantempo,0.0,0.0,1.0
febridiansyah kapolri kasian saja lihat yang jadi pengangguran buktinya mengangkat diri menjadi juru bicara kpk tandingan twk adalah tes wawasan kebangsaan banyak yang lolos yang ngak lolos berarti patut dibuang sedang apa negara gaji org yang tidak rasa nasionalismenya fehem,0.0,0.0,1.0
breaking rizki fauzan perwakilan grup aksi amnesty pekanbaru membacakan suratnya hadapan anggota komisi iii dpr ri taufikbasari semua bermula pengesahan revisi uu kpk september awalnya wacana jalan awalnya terjal tibatiba mulus,1.0,0.0,0.0
